status,content_class,sitemap,source_url,resolved_url,canonical_url,wordpress_id,last_modified,title,text_chars,headings,images,embeds,downloads,internal_links,external_links,warnings,error
200,taxonomy_archive,location-categories-sitemap,https://www.ccf.org.ph/location-categories/my/,https://www.ccf.org.ph/location-categories/my/,https://www.ccf.org.ph/location-categories/my/,148,2024-12-27T08:23:08+00:00,Malaysia_ Archives - Christ's Commission Fellowship,106,1,0,0,0,2,0,,
200,taxonomy_archive,location-categories-sitemap,https://www.ccf.org.ph/location-categories/no/,https://www.ccf.org.ph/location-categories/no/,https://www.ccf.org.ph/location-categories/no/,146,2024-12-27T08:40:54+00:00,Norway_ Archives - Christ's Commission Fellowship,109,1,0,0,0,2,0,,
200,taxonomy_archive,location-categories-sitemap,https://www.ccf.org.ph/location-categories/nz/,https://www.ccf.org.ph/location-categories/nz/,https://www.ccf.org.ph/location-categories/nz/,99,2026-07-24T06:02:59+00:00,NewZealand_ Archives - Christ's Commission Fellowship,195,2,0,0,0,3,0,,
200,taxonomy_archive,location-categories-sitemap,https://www.ccf.org.ph/location-categories/om/,https://www.ccf.org.ph/location-categories/om/,https://www.ccf.org.ph/location-categories/om/,150,2025-05-10T04:31:15+00:00,Oman_ Archives - Christ's Commission Fellowship,98,1,0,0,0,2,0,,
200,taxonomy_archive,location-categories-sitemap,https://www.ccf.org.ph/location-categories/ph-luzon/,https://www.ccf.org.ph/location-categories/ph-luzon/,https://www.ccf.org.ph/location-categories/ph-luzon/,91,2026-08-29T06:27:18+00:00,Philippines_Luzon Archives - Christ's Commission Fellowship,921,10,0,0,0,15,0,,
200,taxonomy_archive,location-categories-sitemap,https://www.ccf.org.ph/location-categories/ph-metromanila/,https://www.ccf.org.ph/location-categories/ph-metromanila/,https://www.ccf.org.ph/location-categories/ph-metromanila/,90,2026-08-29T06:25:02+00:00,Philippines_MetroManila Archives - Christ's Commission Fellowship,873,10,0,0,0,14,0,,
200,taxonomy_archive,location-categories-sitemap,https://www.ccf.org.ph/location-categories/ph-mindanao/,https://www.ccf.org.ph/location-categories/ph-mindanao/,https://www.ccf.org.ph/location-categories/ph-mindanao/,92,2026-05-19T10:54:45+00:00,Philippines_Mindanao Archives - Christ's Commission Fellowship,577,10,0,0,0,13,0,,
200,taxonomy_archive,location-categories-sitemap,https://www.ccf.org.ph/location-categories/ph-visayas/,https://www.ccf.org.ph/location-categories/ph-visayas/,https://www.ccf.org.ph/location-categories/ph-visayas/,93,2026-08-28T04:41:15+00:00,Philippines_Visayas Archives - Christ's Commission Fellowship,98,1,0,0,0,2,0,,
200,taxonomy_archive,location-categories-sitemap,https://www.ccf.org.ph/location-categories/pl/,https://www.ccf.org.ph/location-categories/pl/,https://www.ccf.org.ph/location-categories/pl/,144,2025-07-24T02:12:05+00:00,Poland_ Archives - Christ's Commission Fellowship,100,1,0,0,0,2,0,,
200,taxonomy_archive,location-categories-sitemap,https://www.ccf.org.ph/location-categories/qt/,https://www.ccf.org.ph/location-categories/qt/,https://www.ccf.org.ph/location-categories/qt/,100,2025-03-06T11:15:22+00:00,Qatar_ Archives - Christ's Commission Fellowship,191,2,0,0,0,3,0,,
200,taxonomy_archive,location-categories-sitemap,https://www.ccf.org.ph/location-categories/sg/,https://www.ccf.org.ph/location-categories/sg/,https://www.ccf.org.ph/location-categories/sg/,101,2025-03-07T09:28:51+00:00,Singapore_ Archives - Christ's Commission Fellowship,103,1,0,0,0,2,0,,
200,taxonomy_archive,location-categories-sitemap,https://www.ccf.org.ph/location-categories/uk/,https://www.ccf.org.ph/location-categories/uk/,https://www.ccf.org.ph/location-categories/uk/,149,2024-12-27T08:34:40+00:00,UK_ Archives - Christ's Commission Fellowship,292,3,0,0,0,4,0,,
200,taxonomy_archive,location-categories-sitemap,https://www.ccf.org.ph/location-categories/us/,https://www.ccf.org.ph/location-categories/us/,https://www.ccf.org.ph/location-categories/us/,103,2026-01-28T06:56:51+00:00,USA_ Archives - Christ's Commission Fellowship,918,10,0,0,0,13,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-abu-dhabi/,https://www.ccf.org.ph/satellite-details/ccf-abu-dhabi/,https://www.ccf.org.ph/satellite-details/ccf-abu-dhabi/,11826,2025-10-09T05:22:09+00:00,CCF Abu Dhabi - Christ's Commission Fellowship,152,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-adelaide/,https://www.ccf.org.ph/satellite-details/ccf-adelaide/,https://www.ccf.org.ph/satellite-details/ccf-adelaide/,15986,2025-11-15T07:27:14+00:00,CCF Adelaide - Christ's Commission Fellowship,244,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-al-ain/,https://www.ccf.org.ph/satellite-details/ccf-al-ain/,https://www.ccf.org.ph/satellite-details/ccf-al-ain/,12407,2025-01-03T06:30:28+00:00,CCF Al Ain - Christ's Commission Fellowship,210,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-alabang-2/,https://www.ccf.org.ph/satellite-details/ccf-alabang-2/,https://www.ccf.org.ph/satellite-details/ccf-alabang-2/,27887,2026-02-20T03:38:40+00:00,CCF Alabang - Christ's Commission Fellowship,304,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-alicia/,https://www.ccf.org.ph/satellite-details/ccf-alicia/,https://www.ccf.org.ph/satellite-details/ccf-alicia/,11258,2025-04-24T10:47:58+00:00,CCF Alicia - Christ's Commission Fellowship,227,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-angeles/,https://www.ccf.org.ph/satellite-details/ccf-angeles/,https://www.ccf.org.ph/satellite-details/ccf-angeles/,11257,2026-08-29T06:23:30+00:00,CCF Angeles - Christ's Commission Fellowship,337,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-angono/,https://www.ccf.org.ph/satellite-details/ccf-angono/,https://www.ccf.org.ph/satellite-details/ccf-angono/,14716,2026-08-29T06:23:45+00:00,CCF Angono - Christ's Commission Fellowship,294,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-antioch/,https://www.ccf.org.ph/satellite-details/ccf-antioch/,https://www.ccf.org.ph/satellite-details/ccf-antioch/,15899,2025-01-04T05:12:17+00:00,CCF Antioch - Christ's Commission Fellowship,204,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-antipolo/,https://www.ccf.org.ph/satellite-details/ccf-antipolo/,https://www.ccf.org.ph/satellite-details/ccf-antipolo/,11256,2026-08-01T09:09:56+00:00,CCF Antipolo - Christ's Commission Fellowship,252,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-arizona/,https://www.ccf.org.ph/satellite-details/ccf-arizona/,https://www.ccf.org.ph/satellite-details/ccf-arizona/,15900,2025-11-15T07:27:11+00:00,CCF Arizona - Christ's Commission Fellowship,269,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-atlanta/,https://www.ccf.org.ph/satellite-details/ccf-atlanta/,https://www.ccf.org.ph/satellite-details/ccf-atlanta/,36448,2025-01-04T06:10:41+00:00,CCF Atlanta - Christ's Commission Fellowship,167,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-auckland-south/,https://www.ccf.org.ph/satellite-details/ccf-auckland-south/,https://www.ccf.org.ph/satellite-details/ccf-auckland-south/,36401,2026-07-24T06:03:10+00:00,CCF Auckland South - Christ's Commission Fellowship,244,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-bacolod/,https://www.ccf.org.ph/satellite-details/ccf-bacolod/,https://www.ccf.org.ph/satellite-details/ccf-bacolod/,27890,2026-03-31T10:49:44+00:00,CCF Bacolod - Christ's Commission Fellowship,245,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-bacoor/,https://www.ccf.org.ph/satellite-details/ccf-bacoor/,https://www.ccf.org.ph/satellite-details/ccf-bacoor/,11254,2026-01-23T09:23:03+00:00,CCF Bacoor - Christ's Commission Fellowship,237,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-baguio/,https://www.ccf.org.ph/satellite-details/ccf-baguio/,https://www.ccf.org.ph/satellite-details/ccf-baguio/,11253,2026-07-31T11:53:16+00:00,CCF Baguio - Christ's Commission Fellowship,260,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-bahrain/,https://www.ccf.org.ph/satellite-details/ccf-bahrain/,https://www.ccf.org.ph/satellite-details/ccf-bahrain/,32027,2025-09-26T01:36:45+00:00,CCF Bahrain - Christ's Commission Fellowship,253,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-baliuag/,https://www.ccf.org.ph/satellite-details/ccf-baliuag/,https://www.ccf.org.ph/satellite-details/ccf-baliuag/,12825,2026-01-23T09:23:54+00:00,CCF Baliuag - Christ's Commission Fellowship,242,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-bangkok/,https://www.ccf.org.ph/satellite-details/ccf-bangkok/,https://www.ccf.org.ph/satellite-details/ccf-bangkok/,36307,2025-07-27T09:36:22+00:00,CCF Bangkok - Christ's Commission Fellowship,210,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-bataan/,https://www.ccf.org.ph/satellite-details/ccf-bataan/,https://www.ccf.org.ph/satellite-details/ccf-bataan/,11252,2026-04-08T05:46:32+00:00,CCF Bataan - Christ's Commission Fellowship,295,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-batangas/,https://www.ccf.org.ph/satellite-details/ccf-batangas/,https://www.ccf.org.ph/satellite-details/ccf-batangas/,19323,2025-06-05T06:51:48+00:00,CCF Batangas City - Christ's Commission Fellowship,247,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-belgium/,https://www.ccf.org.ph/satellite-details/ccf-belgium/,https://www.ccf.org.ph/satellite-details/ccf-belgium/,36313,2024-12-27T08:17:22+00:00,CCF Belgium - Christ's Commission Fellowship,209,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-berlin-east-germany/,https://www.ccf.org.ph/satellite-details/ccf-berlin-east-germany/,https://www.ccf.org.ph/satellite-details/ccf-berlin-east-germany/,39037,2025-11-15T07:27:01+00:00,CCF Berlin (East Germany) - Christ's Commission Fellowship,154,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-bgc/,https://www.ccf.org.ph/satellite-details/ccf-bgc/,https://www.ccf.org.ph/satellite-details/ccf-bgc/,27892,2024-10-19T07:57:52+00:00,CCF BGC - Christ's Commission Fellowship,248,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-binangonan/,https://www.ccf.org.ph/satellite-details/ccf-binangonan/,https://www.ccf.org.ph/satellite-details/ccf-binangonan/,11251,2026-08-01T09:09:59+00:00,CCF Binangonan - Christ's Commission Fellowship,246,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-bologna/,https://www.ccf.org.ph/satellite-details/ccf-bologna/,https://www.ccf.org.ph/satellite-details/ccf-bologna/,15901,2026-06-09T06:12:07+00:00,CCF Bologna - Christ's Commission Fellowship,208,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-boston/,https://www.ccf.org.ph/satellite-details/ccf-boston/,https://www.ccf.org.ph/satellite-details/ccf-boston/,36449,2025-01-04T05:57:17+00:00,CCF Boston - Christ's Commission Fellowship,248,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-brisbane/,https://www.ccf.org.ph/satellite-details/ccf-brisbane/,https://www.ccf.org.ph/satellite-details/ccf-brisbane/,15902,2025-01-03T07:11:01+00:00,CCF Brisbane - Christ's Commission Fellowship,237,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-brunei/,https://www.ccf.org.ph/satellite-details/ccf-brunei/,https://www.ccf.org.ph/satellite-details/ccf-brunei/,11184,2020-09-16T10:46:44+00:00,CCF Brunei - Christ's Commission Fellowship,132,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-bur-dubai/,https://www.ccf.org.ph/satellite-details/ccf-bur-dubai/,https://www.ccf.org.ph/satellite-details/ccf-bur-dubai/,12447,2025-03-06T12:08:50+00:00,CCF Bur Dubai - Christ's Commission Fellowship,355,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-butuan/,https://www.ccf.org.ph/satellite-details/ccf-butuan/,https://www.ccf.org.ph/satellite-details/ccf-butuan/,14739,2024-10-05T06:50:37+00:00,CCF Butuan - Christ's Commission Fellowship,218,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-cabanatuan/,https://www.ccf.org.ph/satellite-details/ccf-cabanatuan/,https://www.ccf.org.ph/satellite-details/ccf-cabanatuan/,22276,2026-02-19T10:05:32+00:00,CCF Cabanatuan - Christ's Commission Fellowship,252,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-cagayan-de-oro/,https://www.ccf.org.ph/satellite-details/ccf-cagayan-de-oro/,https://www.ccf.org.ph/satellite-details/ccf-cagayan-de-oro/,11246,2026-01-23T09:24:25+00:00,CCF CDO Downtown - Christ's Commission Fellowship,295,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-cainta/,https://www.ccf.org.ph/satellite-details/ccf-cainta/,https://www.ccf.org.ph/satellite-details/ccf-cainta/,11250,2026-08-29T06:24:25+00:00,CCF East Ortigas - Christ's Commission Fellowship,254,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-calamba/,https://www.ccf.org.ph/satellite-details/ccf-calamba/,https://www.ccf.org.ph/satellite-details/ccf-calamba/,15881,2026-01-23T09:24:12+00:00,CCF Calamba - Christ's Commission Fellowship,230,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-canberra/,https://www.ccf.org.ph/satellite-details/ccf-canberra/,https://www.ccf.org.ph/satellite-details/ccf-canberra/,36406,2026-07-24T05:54:34+00:00,CCF Canberra - Christ's Commission Fellowship,240,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-cauayan/,https://www.ccf.org.ph/satellite-details/ccf-cauayan/,https://www.ccf.org.ph/satellite-details/ccf-cauayan/,11248,2026-08-01T09:10:03+00:00,CCF Cauayan - Christ's Commission Fellowship,232,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-cdo-uptown/,https://www.ccf.org.ph/satellite-details/ccf-cdo-uptown/,https://www.ccf.org.ph/satellite-details/ccf-cdo-uptown/,27896,2026-01-24T08:42:25+00:00,CCF CDO Uptown - Christ's Commission Fellowship,263,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-cebu/,https://www.ccf.org.ph/satellite-details/ccf-cebu/,https://www.ccf.org.ph/satellite-details/ccf-cebu/,11247,2026-08-28T04:41:15+00:00,CCF Cebu - Christ's Commission Fellowship,248,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-center-main/,https://www.ccf.org.ph/satellite-details/ccf-center-main/,https://www.ccf.org.ph/satellite-details/ccf-center-main/,11259,2025-08-26T08:41:34+00:00,CCF Center - Main - Christ's Commission Fellowship,360,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-central-texas/,https://www.ccf.org.ph/satellite-details/ccf-central-texas/,https://www.ccf.org.ph/satellite-details/ccf-central-texas/,36450,2025-01-04T06:09:56+00:00,CCF Central Texas - Christ's Commission Fellowship,175,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-charlotte/,https://www.ccf.org.ph/satellite-details/ccf-charlotte/,https://www.ccf.org.ph/satellite-details/ccf-charlotte/,36447,2025-01-04T05:26:08+00:00,CCF Charlotte - Christ's Commission Fellowship,220,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-chiba/,https://www.ccf.org.ph/satellite-details/ccf-chiba/,https://www.ccf.org.ph/satellite-details/ccf-chiba/,37496,2025-05-10T04:47:48+00:00,CCF Chiba - Christ's Commission Fellowship,122,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-christchurch/,https://www.ccf.org.ph/satellite-details/ccf-christchurch/,https://www.ccf.org.ph/satellite-details/ccf-christchurch/,36403,2025-01-03T07:11:12+00:00,CCF Christchurch - Christ's Commission Fellowship,241,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-commonwealth/,https://www.ccf.org.ph/satellite-details/ccf-commonwealth/,https://www.ccf.org.ph/satellite-details/ccf-commonwealth/,11245,2026-08-29T06:24:15+00:00,CCF Commonwealth - Christ's Commission Fellowship,291,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-como/,https://www.ccf.org.ph/satellite-details/ccf-como/,https://www.ccf.org.ph/satellite-details/ccf-como/,36314,2024-12-27T08:17:15+00:00,CCF Como - Christ's Commission Fellowship,173,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-corniche-abu-dhabi/,https://www.ccf.org.ph/satellite-details/ccf-corniche-abu-dhabi/,https://www.ccf.org.ph/satellite-details/ccf-corniche-abu-dhabi/,15903,2020-08-19T08:24:04+00:00,CCF Corniche Abu Dhabi - Christ's Commission Fellowship,185,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-dagupan/,https://www.ccf.org.ph/satellite-details/ccf-dagupan/,https://www.ccf.org.ph/satellite-details/ccf-dagupan/,11243,2026-07-31T11:53:47+00:00,CCF Dagupan - Christ's Commission Fellowship,197,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-darwin/,https://www.ccf.org.ph/satellite-details/ccf-darwin/,https://www.ccf.org.ph/satellite-details/ccf-darwin/,15904,2025-03-22T07:25:54+00:00,CCF Darwin - Christ's Commission Fellowship,320,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-davao/,https://www.ccf.org.ph/satellite-details/ccf-davao/,https://www.ccf.org.ph/satellite-details/ccf-davao/,11242,2025-02-22T11:18:41+00:00,CCF Davao - Christ's Commission Fellowship,206,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-dcc/,https://www.ccf.org.ph/satellite-details/ccf-dcc/,https://www.ccf.org.ph/satellite-details/ccf-dcc/,15905,2023-10-31T11:14:59+00:00,CCF DCC - Christ's Commission Fellowship,183,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-demark/,https://www.ccf.org.ph/satellite-details/ccf-demark/,https://www.ccf.org.ph/satellite-details/ccf-demark/,40283,2026-04-29T08:14:48+00:00,CCF Denmark - Christ's Commission Fellowship,199,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-dipolog/,https://www.ccf.org.ph/satellite-details/ccf-dipolog/,https://www.ccf.org.ph/satellite-details/ccf-dipolog/,11241,2024-04-30T08:29:02+00:00,CCF Dipolog - Christ's Commission Fellowship,285,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-downtown-dubai/,https://www.ccf.org.ph/satellite-details/ccf-downtown-dubai/,https://www.ccf.org.ph/satellite-details/ccf-downtown-dubai/,15906,2025-01-03T06:39:07+00:00,CCF Downtown Dubai - Christ's Commission Fellowship,309,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-dubai/,https://www.ccf.org.ph/satellite-details/ccf-dubai/,https://www.ccf.org.ph/satellite-details/ccf-dubai/,11201,2025-03-06T12:14:15+00:00,CCF Deira and Deira City Centre - Christ's Commission Fellowship,384,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-dumaguete/,https://www.ccf.org.ph/satellite-details/ccf-dumaguete/,https://www.ccf.org.ph/satellite-details/ccf-dumaguete/,35582,2024-10-19T07:48:26+00:00,CCF Dumaguete - Christ's Commission Fellowship,253,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-east-england-uk-2/,https://www.ccf.org.ph/satellite-details/ccf-east-england-uk-2/,https://www.ccf.org.ph/satellite-details/ccf-east-england-uk-2/,36340,2024-12-27T08:40:17+00:00,"CCF East England, UK - Christ's Commission Fellowship",220,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-east-england-uk/,https://www.ccf.org.ph/satellite-details/ccf-east-england-uk/,https://www.ccf.org.ph/satellite-details/ccf-east-england-uk/,36315,2024-12-27T08:15:03+00:00,"CCF Southeast England, UK - Christ's Commission Fellowship",271,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-eastwood/,https://www.ccf.org.ph/satellite-details/ccf-eastwood/,https://www.ccf.org.ph/satellite-details/ccf-eastwood/,11240,2026-08-28T11:43:16+00:00,CCF Eastwood - Christ's Commission Fellowship,268,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-edmonton/,https://www.ccf.org.ph/satellite-details/ccf-edmonton/,https://www.ccf.org.ph/satellite-details/ccf-edmonton/,11192,2025-11-15T07:26:57+00:00,CCF Edmonton - Christ's Commission Fellowship,185,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-fairview/,https://www.ccf.org.ph/satellite-details/ccf-fairview/,https://www.ccf.org.ph/satellite-details/ccf-fairview/,13032,2026-01-23T09:24:36+00:00,CCF Fairview - Christ's Commission Fellowship,286,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-fayetteville/,https://www.ccf.org.ph/satellite-details/ccf-fayetteville/,https://www.ccf.org.ph/satellite-details/ccf-fayetteville/,36444,2025-01-04T05:28:22+00:00,CCF Fayetteville - Christ's Commission Fellowship,191,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-feliz-2/,https://www.ccf.org.ph/satellite-details/ccf-feliz-2/,https://www.ccf.org.ph/satellite-details/ccf-feliz-2/,27897,2026-01-23T09:24:38+00:00,CCF Feliz - Christ's Commission Fellowship,266,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-finland-dgroups/,https://www.ccf.org.ph/satellite-details/ccf-finland-dgroups/,https://www.ccf.org.ph/satellite-details/ccf-finland-dgroups/,36319,2024-12-27T08:17:03+00:00,CCF Finland DGroups - Christ's Commission Fellowship,196,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-florence/,https://www.ccf.org.ph/satellite-details/ccf-florence/,https://www.ccf.org.ph/satellite-details/ccf-florence/,15907,2020-09-29T07:52:06+00:00,CCF Florence - Christ's Commission Fellowship,200,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-florida/,https://www.ccf.org.ph/satellite-details/ccf-florida/,https://www.ccf.org.ph/satellite-details/ccf-florida/,22606,2026-03-24T05:18:29+00:00,CCF Florida - Christ's Commission Fellowship,267,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-frankfurt/,https://www.ccf.org.ph/satellite-details/ccf-frankfurt/,https://www.ccf.org.ph/satellite-details/ccf-frankfurt/,22607,2025-11-15T07:26:52+00:00,CCF West Germany / Frankfurt - Christ's Commission Fellowship,290,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-fujairah/,https://www.ccf.org.ph/satellite-details/ccf-fujairah/,https://www.ccf.org.ph/satellite-details/ccf-fujairah/,15908,2025-03-06T12:22:48+00:00,CCF Fujairah - Christ's Commission Fellowship,193,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-gateway/,https://www.ccf.org.ph/satellite-details/ccf-gateway/,https://www.ccf.org.ph/satellite-details/ccf-gateway/,13619,2025-04-22T05:12:20+00:00,CCF Gateway - Christ's Commission Fellowship,231,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-general-santos/,https://www.ccf.org.ph/satellite-details/ccf-general-santos/,https://www.ccf.org.ph/satellite-details/ccf-general-santos/,11239,2026-02-19T10:16:42+00:00,CCF General Santos - Christ's Commission Fellowship,248,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-general-trias/,https://www.ccf.org.ph/satellite-details/ccf-general-trias/,https://www.ccf.org.ph/satellite-details/ccf-general-trias/,11238,2024-04-11T07:08:57+00:00,CCF General Trias - Christ's Commission Fellowship,248,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-gloucester/,https://www.ccf.org.ph/satellite-details/ccf-gloucester/,https://www.ccf.org.ph/satellite-details/ccf-gloucester/,15911,2020-07-28T10:05:31+00:00,CCF Gloucester - Christ's Commission Fellowship,194,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-gold-coast/,https://www.ccf.org.ph/satellite-details/ccf-gold-coast/,https://www.ccf.org.ph/satellite-details/ccf-gold-coast/,36407,2025-03-22T07:31:10+00:00,CCF Gold Coast - Christ's Commission Fellowship,267,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-grace-park/,https://www.ccf.org.ph/satellite-details/ccf-grace-park/,https://www.ccf.org.ph/satellite-details/ccf-grace-park/,16505,2026-08-08T05:55:35+00:00,CCF Grace Park - Christ's Commission Fellowship,310,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-gunma/,https://www.ccf.org.ph/satellite-details/ccf-gunma/,https://www.ccf.org.ph/satellite-details/ccf-gunma/,37497,2025-05-10T04:47:57+00:00,CCF Gunma - Christ's Commission Fellowship,122,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-hamburg/,https://www.ccf.org.ph/satellite-details/ccf-hamburg/,https://www.ccf.org.ph/satellite-details/ccf-hamburg/,15909,2025-03-07T09:36:28+00:00,CCF Hamburg - Christ's Commission Fellowship,201,1,0,1,0,2,0,,
200,location,location-sitemap,https://www.ccf.org.ph/satellite-details/ccf-hamilton-australia/,https://www.ccf.org.ph/satellite-details/ccf-hamilton-australia/,https://www.ccf.org.ph/satellite-details/ccf-hamilton-australia/,36408,2025-03-22T07:47:39+00:00,CCF Hamilton (New Zealand) - Christ's Commission Fellowship,208,1,0,1,0,2,0,,
